cluster,celltype_full,score,score_rank,db,species,organ,celltype,n_genes
7,Effector T cell | Human | CellMarker,0.4755219189,95,CellMarker,Human,,Effector T cell,8
7,IMGN_NK_b2m-_Sp | Mouse | SaVanT,0.4755127142,96,SaVanT,Mouse,,IMGN_NK_b2m-_Sp,43
7,CMP_BLUEPRINT_3 | Human | xCell,0.4740397207,97,xCell,Human,,CMP_BLUEPRINT_3,8
7,CD8plus_T-cell | SaVanT,0.4711009375,98,SaVanT,,,CD8plus_T-cell,51
7,NK_cells | SaVanT,0.470470121,99,SaVanT,,,NK_cells,46
7,IMGN_NK_DAP10-_Sp | Mouse | SaVanT,0.4701656522,100,SaVanT,Mouse,,IMGN_NK_DAP10-_Sp,44
8,M2 macrophage | Bone marrow | Mouse | CellMarker,0.8980454305,1,CellMarker,Mouse,Bone marrow,M2 macrophage,5
8,M2 macrophage | Human | CellMarker,0.8949202606,2,CellMarker,Human,,M2 macrophage,5
8,Monocytes_BLUEPRINT_2 | Human | xCell,0.8825152654,3,xCell,Human,,Monocytes_BLUEPRINT_2,10
8,Red pulp macrophages | Immune system | Human | PanglaoDB,0.8340937058,4,PanglaoDB,Human,Immune system,Red pulp macrophages,7
8,Red pulp macrophages | Immune system | Mouse | PanglaoDB,0.8340937058,5,PanglaoDB,Mouse,Immune system,Red pulp macrophages,7
8,cDC_HPCA_3 | Human | xCell,0.8300119756,6,xCell,Human,,cDC_HPCA_3,7
8,Neutrophils_HPCA_3 | Human | xCell,0.8226106402,7,xCell,Human,,Neutrophils_HPCA_3,6
8,Monocytes_BLUEPRINT_3 | Human | xCell,0.8225147857,8,xCell,Human,,Monocytes_BLUEPRINT_3,8
8,HPCA_Monocytes_CD16plusCD14minus | Human | SaVanT,0.8141894296,9,SaVanT,Human,,HPCA_Monocytes_CD16plusCD14minus,50
8,Monocytes_NOVERSHTERN_2 | Human | xCell,0.7916152898,10,xCell,Human,,Monocytes_NOVERSHTERN_2,11
8,Monocytes_NOVERSHTERN_3 | Human | xCell,0.7915688116,11,xCell,Human,,Monocytes_NOVERSHTERN_3,10
8,Monocytes_FANTOM_1 | Human | xCell,0.78338395,12,xCell,Human,,Monocytes_FANTOM_1,57
8,M1 macrophage | Mouse | CellMarker,0.7833411599,13,CellMarker,Mouse,,M1 macrophage,6
8,M1 macrophage | Human | CellMarker,0.7832951811,14,CellMarker,Human,,M1 macrophage,5
8,Monocytes_IRIS_2 | Human | xCell,0.7822003053,15,xCell,Human,,Monocytes_IRIS_2,8
8,Myeloblast | Germ | Human | CellMarker,0.7788163873,16,CellMarker,Human,Germ,Myeloblast,5
8,Rectum | Human | TISSUES,0.7765541531,17,TISSUES,Human,,Rectum,6
8,Monocytes_BLUEPRINT_1 | Human | xCell,0.7743763427,18,xCell,Human,,Monocytes_BLUEPRINT_1,9
8,Macrophage | Bone marrow | Human | CellMarker,0.7714252172,19,CellMarker,Human,Bone marrow,Macrophage,6
8,Neutrophils_IRIS_2 | Human | xCell,0.7612863039,20,xCell,Human,,Neutrophils_IRIS_2,7
8,Macrophage | Heart | Mouse | CellMarker,0.7608733932,21,CellMarker,Mouse,Heart,Macrophage,5
8,IMGN_MF_11cloSer_Salm3_SI | Mouse | SaVanT,0.7535928531,22,SaVanT,Mouse,,IMGN_MF_11cloSer_Salm3_SI,42
8,HPCA_Monocytes_CD14plusCD16minus | Human | SaVanT,0.7532360779,23,SaVanT,Human,,HPCA_Monocytes_CD14plusCD16minus,50
8,Macrophage | Human | CellMarker,0.7530587049,24,CellMarker,Human,,Macrophage,15
8,Neutrophil | Kidney | Human | CellMarker,0.7514102876,25,CellMarker,Human,Kidney,Neutrophil,19
8,HPCA_Neutrophils | Human | SaVanT,0.7501725357,26,SaVanT,Human,,HPCA_Neutrophils,50
8,IMGN_GN_UrAc_PC | Mouse | SaVanT,0.749391773,27,SaVanT,Mouse,,IMGN_GN_UrAc_PC,42
8,Monocytes_IRIS_1 | Human | xCell,0.7489185414,28,xCell,Human,,Monocytes_IRIS_1,14
8,IMGN_GN_Thio_PC | Mouse | SaVanT,0.7472942174,29,SaVanT,Mouse,,IMGN_GN_Thio_PC,38
8,Monocyte | SaVanT,0.7437386008,30,SaVanT,,,Monocyte,50
8,Macrophage | Lung | Human | CellMarker,0.7435581382,31,CellMarker,Human,Lung,Macrophage,5
8,Macrophage | Bone marrow | Mouse | CellMarker,0.7426559388,32,CellMarker,Mouse,Bone marrow,Macrophage,6
8,Monocytes_NOVERSHTERN_1 | Human | xCell,0.7405460128,33,xCell,Human,,Monocytes_NOVERSHTERN_1,68
8,HAY_BONE_MARROW_MONOCYTE | Human | MSigDB,0.7397454976,34,MSigDB,Human,,HAY_BONE_MARROW_MONOCYTE,172
8,Clara cell | Trachea | Mouse | CellMarker,0.7378659852,35,CellMarker,Mouse,Trachea,Clara cell,6
8,Myofibroblasts | Smooth muscle | Human | PanglaoDB,0.7305588324,36,PanglaoDB,Human,Smooth muscle,Myofibroblasts,5
8,Myofibroblasts | Smooth muscle | Mouse | PanglaoDB,0.7305588324,37,PanglaoDB,Mouse,Smooth muscle,Myofibroblasts,5
8,Microglial cell | Human | CellMarker,0.7299510099,38,CellMarker,Human,,Microglial cell,6
8,Alveolar macrophages | Lungs | Human | PanglaoDB,0.7291259607,39,PanglaoDB,Human,Lungs,Alveolar macrophages,13
8,Alveolar macrophages | Lungs | Mouse | PanglaoDB,0.7291259607,40,PanglaoDB,Mouse,Lungs,Alveolar macrophages,13
8,Monocytes_HPCA_2 | Human | xCell,0.7285130361,41,xCell,Human,,Monocytes_HPCA_2,10
8,Neutrophil | Peripheral blood | Human | CellMarker,0.7270390854,42,CellMarker,Human,Peripheral blood,Neutrophil,6
8,IMGN_MF_103-11b+_SI | Mouse | SaVanT,0.7268678878,43,SaVanT,Mouse,,IMGN_MF_103-11b+_SI,41
8,Rheaume et al.Nat Commun.7 | Retina | Mouse | CellMarker,0.7241195045,44,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.7,7
8,Neutrophil (Renal Cell Carcinoma) | Kidney | Human | CellMarker,0.7240065307,45,CellMarker,Human,Kidney,Neutrophil (Renal Cell Carcinoma),43
8,Neutrophil | Bone marrow | Mouse | CellMarker,0.7169445749,46,CellMarker,Mouse,Bone marrow,Neutrophil,10
8,Monocytes_IRIS_3 | Human | xCell,0.7167771032,47,xCell,Human,,Monocytes_IRIS_3,26
8,IMGN_MF_103-11b+_Salm3_SI | Mouse | SaVanT,0.7152561682,48,SaVanT,Mouse,,IMGN_MF_103-11b+_Salm3_SI,41
8,Eosinophil | Bone marrow | Mouse | CellMarker,0.713959247,49,CellMarker,Mouse,Bone marrow,Eosinophil,7
8,Monocyte | Blood | Human | CellMarker,0.7074142879,50,CellMarker,Human,Blood,Monocyte,6
8,IMGN_GN_Arth_SynF | Mouse | SaVanT,0.7060325333,51,SaVanT,Mouse,,IMGN_GN_Arth_SynF,39
8,FAN_EMBRYONIC_CTX_MICROGLIA_2 | Human | MSigDB,0.7046481732,52,MSigDB,Human,,FAN_EMBRYONIC_CTX_MICROGLIA_2,8
8,Neutrophil | Blood | Human | CellMarker,0.7023975961,53,CellMarker,Human,Blood,Neutrophil,10
8,CD1C+_B dendritic cell | Blood | Human | CellMarker,0.6996763789,54,CellMarker,Human,Blood,CD1C+_B dendritic cell,33
8,Monocytes_FANTOM_2 | Human | xCell,0.6966374492,55,xCell,Human,,Monocytes_FANTOM_2,134
8,HPCA_M2_IL-4 | Human | SaVanT,0.6960659316,56,SaVanT,Human,,HPCA_M2_IL-4,36
8,Monocytes_FANTOM_3 | Human | xCell,0.6945531161,57,xCell,Human,,Monocytes_FANTOM_3,122
8,IMGN_MF_Thio5_II+480lo_PC | Mouse | SaVanT,0.6930629315,58,SaVanT,Mouse,,IMGN_MF_Thio5_II+480lo_PC,41
8,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS | Human | MSigDB,0.6905981542,59,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS,11
8,IMGN_MF_II+480lo_PC | Mouse | SaVanT,0.6904339452,60,SaVanT,Mouse,,IMGN_MF_II+480lo_PC,43
8,Kupffer cells | Liver | Mouse | PanglaoDB,0.6899870978,61,PanglaoDB,Mouse,Liver,Kupffer cells,26
8,Neutrophil | Human | CellMarker,0.6865170361,62,CellMarker,Human,,Neutrophil,15
8,DC_FANTOM_3 | Human | xCell,0.6858975483,63,xCell,Human,,DC_FANTOM_3,6
8,IMGN_MF_RP_Sp | Mouse | SaVanT,0.6858693637,64,SaVanT,Mouse,,IMGN_MF_RP_Sp,40
8,Kupffer cells | Liver | Human | PanglaoDB,0.6857063801,65,PanglaoDB,Human,Liver,Kupffer cells,29
8,HAY_BONE_MARROW_NEUTROPHIL | Human | MSigDB,0.6848379423,66,MSigDB,Human,,HAY_BONE_MARROW_NEUTROPHIL,322
8,AIZARANI_LIVER_C23_KUPFFER_CELLS_3 | Human | MSigDB,0.6842211839,67,MSigDB,Human,,AIZARANI_LIVER_C23_KUPFFER_CELLS_3,155
8,HBA_CD14+_Monocytes | Human | SaVanT,0.6821406039,68,SaVanT,Human,,HBA_CD14+_Monocytes,50
8,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS | Human | MSigDB,0.6814400865,69,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS,78
8,MA_M_GMCSF_upLPS_72h | Human | SaVanT,0.6812364186,70,SaVanT,Human,,MA_M_GMCSF_upLPS_72h,40
8,HPCA_M1_IFNg | Human | SaVanT,0.6803841703,71,SaVanT,Human,,HPCA_M1_IFNg,31
8,HAY_BONE_MARROW_IMMATURE_NEUTROPHIL | Human | MSigDB,0.6782379215,72,MSigDB,Human,,HAY_BONE_MARROW_IMMATURE_NEUTROPHIL,144
8,IMGN_DC_103-11b+_Lv | Mouse | SaVanT,0.6773222416,73,SaVanT,Mouse,,IMGN_DC_103-11b+_Lv,39
8,Sebocytes | Skin | Human | PanglaoDB,0.6750149439,74,PanglaoDB,Human,Skin,Sebocytes,7
8,Sebocytes | Skin | Mouse | PanglaoDB,0.6750149439,75,PanglaoDB,Mouse,Skin,Sebocytes,7
8,GMP_HPCA_2 | Human | xCell,0.6725398201,76,xCell,Human,,GMP_HPCA_2,7
8,cDC_HPCA_2 | Human | xCell,0.672102354,77,xCell,Human,,cDC_HPCA_2,5
8,Neutrophils | Immune system | Human | PanglaoDB,0.6720539515,78,PanglaoDB,Human,Immune system,Neutrophils,38
8,HPCA_Macrophage | Human | SaVanT,0.6718494888,79,SaVanT,Human,,HPCA_Macrophage,30
8,IMGN_MF_Thio5_II+480int_PC | Mouse | SaVanT,0.6712559661,80,SaVanT,Mouse,,IMGN_MF_Thio5_II+480int_PC,41
8,IMGN_MF_103-11b+24-_Lu | Mouse | SaVanT,0.6694950533,81,SaVanT,Mouse,,IMGN_MF_103-11b+24-_Lu,41
8,AIZARANI_LIVER_C6_KUPFFER_CELLS_2 | Human | MSigDB,0.6684750454,82,MSigDB,Human,,AIZARANI_LIVER_C6_KUPFFER_CELLS_2,161
8,IMGN_GN_Bl | Mouse | SaVanT,0.6672794396,83,SaVanT,Mouse,,IMGN_GN_Bl,42
8,HPCA_Dendritic_cells_BDCA1+ | Human | SaVanT,0.667015879,84,SaVanT,Human,,HPCA_Dendritic_cells_BDCA1+,43
8,Neutrophils_IRIS_3 | Human | xCell,0.6658697268,85,xCell,Human,,Neutrophils_IRIS_3,8
8,IMGN_MF_11cloSer_SI | Mouse | SaVanT,0.6650037668,86,SaVanT,Mouse,,IMGN_MF_11cloSer_SI,41
8,IMGN_MF_Thio5_II-480int_PC | Mouse | SaVanT,0.664438559,87,SaVanT,Mouse,,IMGN_MF_Thio5_II-480int_PC,39
8,CD1C-CD141- dendritic cell | Blood | Human | CellMarker,0.6628449608,88,CellMarker,Human,Blood,CD1C-CD141- dendritic cell,241
8,Epithelial cell | Kidney | Human | CellMarker,0.6585603319,89,CellMarker,Human,Kidney,Epithelial cell,5
8,Neutrophils | Immune system | Mouse | PanglaoDB,0.656037691,90,PanglaoDB,Mouse,Immune system,Neutrophils,33
8,Epithelial cells_HPCA_3 | Human | xCell,0.6497312289,91,xCell,Human,,Epithelial cells_HPCA_3,5
8,HPCA_M_IFNa | Human | SaVanT,0.6494453358,92,SaVanT,Human,,HPCA_M_IFNa,28
8,IMGN_Mo_6C+II-_LN | Mouse | SaVanT,0.6463863999,93,SaVanT,Mouse,,IMGN_Mo_6C+II-_LN,46
8,Monocytes | Immune system | Mouse | PanglaoDB,0.6437901086,94,PanglaoDB,Mouse,Immune system,Monocytes,35
8,ClassicalMonocyte_CD14plusplusCD16minus | SaVanT,0.6431404648,95,SaVanT,,,ClassicalMonocyte_CD14plusplusCD16minus,47
8,HBA_CD33+_Myeloid | Human | SaVanT,0.6423120616,96,SaVanT,Human,,HBA_CD33+_Myeloid,48
8,MA_M_GMCSF_baseline_72h | Human | SaVanT,0.6373626581,97,SaVanT,Human,,MA_M_GMCSF_baseline_72h,40
8,Monocytes_HPCA_3 | Human | xCell,0.6364731718,98,xCell,Human,,Monocytes_HPCA_3,100
8,CMP_BLUEPRINT_3 | Human | xCell,0.6348817913,99,xCell,Human,,CMP_BLUEPRINT_3,8
8,Eosinophil | Mouse | CellMarker,0.6323173515,100,CellMarker,Mouse,,Eosinophil,10
9,Rheaume et al.Nat Commun.11 | Retina | Mouse | CellMarker,0.8224514904,1,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.11,5
9,Th2 cells_IRIS_2 | Human | xCell,0.784185219,2,xCell,Human,,Th2 cells_IRIS_2,5
9,CD8+ Tcm_BLUEPRINT_1 | Human | xCell,0.7621034666,3,xCell,Human,,CD8+ Tcm_BLUEPRINT_1,6
9,CD8+ T-cells_IRIS_2 | Human | xCell,0.7584012057,4,xCell,Human,,CD8+ T-cells_IRIS_2,7
9,Naive T cell | Peripheral blood | Human | CellMarker,0.6675631271,5,CellMarker,Human,Peripheral blood,Naive T cell,5
9,CD8+ T-cells_BLUEPRINT_3 | Human | xCell,0.6675362987,6,xCell,Human,,CD8+ T-cells_BLUEPRINT_3,15
9,T cell | Blood | Human | CellMarker,0.6619123085,7,CellMarker,Human,Blood,T cell,5
9,Pluripotent stem cell | Human | CellMarker,0.6600713219,8,CellMarker,Human,,Pluripotent stem cell,7
9,CD8+ T cell | Blood | Human | CellMarker,0.6575128024,9,CellMarker,Human,Blood,CD8+ T cell,5
9,CD3plus_T-cell | SaVanT,0.6440146823,10,SaVanT,,,CD3plus_T-cell,49
9,Germ cell | Embryo | Mouse | CellMarker,0.6426637492,11,CellMarker,Mouse,Embryo,Germ cell,7
9,Endothelial cell | Embryo | Mouse | CellMarker,0.6337684213,12,CellMarker,Mouse,Embryo,Endothelial cell,5
9,CD8+ T-cells_IRIS_3 | Human | xCell,0.6310279895,13,xCell,Human,,CD8+ T-cells_IRIS_3,13
9,Ciliated cells | Lungs | Human | PanglaoDB,0.6307273854,14,PanglaoDB,Human,Lungs,Ciliated cells,7
9,Ciliated cells | Lungs | Mouse | PanglaoDB,0.6307273854,15,PanglaoDB,Mouse,Lungs,Ciliated cells,7
9,CD8+ T cell | Mouse | CellMarker,0.6262955318,16,CellMarker,Mouse,,CD8+ T cell,7
9,Stem cell | Endometrium | Human | CellMarker,0.6191432768,17,CellMarker,Human,Endometrium,Stem cell,6
9,CD8+ Tcm_NOVERSHTERN_2 | Human | xCell,0.6172821477,18,xCell,Human,,CD8+ Tcm_NOVERSHTERN_2,17
9,Natural killer T (NKT) cell | Peripheral blood | Human | CellMarker,0.6094926983,19,CellMarker,Human,Peripheral blood,Natural killer T (NKT) cell,7
9,Endothelial cell | Mouse | CellMarker,0.6075264169,20,CellMarker,Mouse,,Endothelial cell,5
9,Natural killer cell | Blood | Human | CellMarker,0.6062050593,21,CellMarker,Human,Blood,Natural killer cell,6
9,Ependymal cell | Brain | Mouse | CellMarker,0.6032124459,22,CellMarker,Mouse,Brain,Ependymal cell,14
9,IMGN_T_8Mem_Sp_OT1_d45_VSVOva | Mouse | SaVanT,0.5958317755,23,SaVanT,Mouse,,IMGN_T_8Mem_Sp_OT1_d45_VSVOva,49
9,CD8+ Tcm_BLUEPRINT_3 | Human | xCell,0.5954234881,24,xCell,Human,,CD8+ Tcm_BLUEPRINT_3,11
9,Progenitor cell | Mammary gland | Mouse | CellMarker,0.593462121,25,CellMarker,Mouse,Mammary gland,Progenitor cell,5
9,testis | SaVanT,0.5917608447,26,SaVanT,,,testis,10
9,Epithelial cells_FANTOM_1 | Human | xCell,0.5856875731,27,xCell,Human,,Epithelial cells_FANTOM_1,9
9,Hepatoblasts | Liver | Human | PanglaoDB,0.5845164726,28,PanglaoDB,Human,Liver,Hepatoblasts,7
9,Hepatoblasts | Liver | Mouse | PanglaoDB,0.5845164726,29,PanglaoDB,Mouse,Liver,Hepatoblasts,7
9,HPCA_Schwann_cells | Human | SaVanT,0.5826673078,30,SaVanT,Human,,HPCA_Schwann_cells,14
9,Semen | Human | TISSUES,0.5820253305,31,TISSUES,Human,,Semen,8
9,Epithelial cells_FANTOM_3 | Human | xCell,0.5818228941,32,xCell,Human,,Epithelial cells_FANTOM_3,10
9,Naive CD4+ T cell | Peripheral blood | Human | CellMarker,0.5798071927,33,CellMarker,Human,Peripheral blood,Naive CD4+ T cell,22
9,TI_M_24 | SaVanT,0.5793170661,34,SaVanT,,,TI_M_24,19
9,CD8+ T-cells_HPCA_3 | Human | xCell,0.5789468914,35,xCell,Human,,CD8+ T-cells_HPCA_3,19
9,T cell | Lymphoid tissue | Mouse | CellMarker,0.5755896878,36,CellMarker,Mouse,Lymphoid tissue,T cell,5
9,Monocytes_BLUEPRINT_2 | Human | xCell,0.5733477847,37,xCell,Human,,Monocytes_BLUEPRINT_2,10
9,CD8+ T-cells_FANTOM_2 | Human | xCell,0.5706393121,38,xCell,Human,,CD8+ T-cells_FANTOM_2,9
9,IMGN_T_8Eff_Sp_OT1_d15_VSVOva | Mouse | SaVanT,0.5687372393,39,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d15_VSVOva,48
9,IMGN_T_8Mem_Sp_OT1_d106_VSVOva | Mouse | SaVanT,0.5657107321,40,SaVanT,Mouse,,IMGN_T_8Mem_Sp_OT1_d106_VSVOva,48
9,CD8+ Tcm_NOVERSHTERN_3 | Human | xCell,0.5647508258,41,xCell,Human,,CD8+ Tcm_NOVERSHTERN_3,6
9,HPCA_T_cells_CD4+ | Human | SaVanT,0.5623567938,42,SaVanT,Human,,HPCA_T_cells_CD4+,49
9,Eosinophil | Peritoneal cavity | Mouse | CellMarker,0.5617745265,43,CellMarker,Mouse,Peritoneal cavity,Eosinophil,5
9,MA_Tresting | Human | SaVanT,0.5604751909,44,SaVanT,Human,,MA_Tresting,50
9,T-cells_CD8+ | SaVanT,0.5603618645,45,SaVanT,,,T-cells_CD8+,46
9,CMP_BLUEPRINT_1 | Human | xCell,0.5577092845,46,xCell,Human,,CMP_BLUEPRINT_1,8
9,Th2 cells_IRIS_3 | Human | xCell,0.5562075693,47,xCell,Human,,Th2 cells_IRIS_3,7
9,IMGN_T_8Mem_Sp_OT1_d45_LisOva | Mouse | SaVanT,0.5560800184,48,SaVanT,Mouse,,IMGN_T_8Mem_Sp_OT1_d45_LisOva,48
9,CLP_BLUEPRINT_1 | Human | xCell,0.5525861333,49,xCell,Human,,CLP_BLUEPRINT_1,7
9,Naive CD8+ T cell | Peripheral blood | Human | CellMarker,0.5518000918,50,CellMarker,Human,Peripheral blood,Naive CD8+ T cell,69
9,CD8+ Tcm_HPCA_1 | Human | xCell,0.5514958175,51,xCell,Human,,CD8+ Tcm_HPCA_1,17
9,Angiogenic T cell | Blood | Human | CellMarker,0.5500334379,52,CellMarker,Human,Blood,Angiogenic T cell,5
9,CD8+ T cell | Human | CellMarker,0.5480519297,53,CellMarker,Human,,CD8+ T cell,9
9,Follicular cells | Thyroid | Human | PanglaoDB,0.5474555379,54,PanglaoDB,Human,Thyroid,Follicular cells,5
9,Follicular cells | Thyroid | Mouse | PanglaoDB,0.5474555379,55,PanglaoDB,Mouse,Thyroid,Follicular cells,5
9,CD8+ T-cells_IRIS_1 | Human | xCell,0.5463162089,56,xCell,Human,,CD8+ T-cells_IRIS_1,8
9,Aortic smooth muscle | Human | TISSUES,0.545947217,57,TISSUES,Human,,Aortic smooth muscle,5
9,MA_iTreg | Human | SaVanT,0.5427127003,58,SaVanT,Human,,MA_iTreg,50
9,Nasal polyp | Human | TISSUES,0.5424866134,59,TISSUES,Human,,Nasal polyp,5
9,CD8plus_T-cell | SaVanT,0.5422954414,60,SaVanT,,,CD8plus_T-cell,51
9,ZHONG_PFC_C2_THY1_POS_OPC | Human | MSigDB,0.5410569894,61,MSigDB,Human,,ZHONG_PFC_C2_THY1_POS_OPC,10
9,HPCA_T_cells_CD8+ | Human | SaVanT,0.539422573,62,SaVanT,Human,,HPCA_T_cells_CD8+,50
9,Acinar cells | Pancreas | Mouse | PanglaoDB,0.5387460373,63,PanglaoDB,Mouse,Pancreas,Acinar cells,8
9,IMGN_T_8Eff_Sp_OT1_d8_VSVOva | Mouse | SaVanT,0.5371486445,64,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d8_VSVOva,48
9,Erythrocytes_FANTOM_2 | Human | xCell,0.5369014444,65,xCell,Human,,Erythrocytes_FANTOM_2,5
9,Megakaryocyte | Human | CellMarker,0.5354004302,66,CellMarker,Human,,Megakaryocyte,11
9,Endothelial cell | Human | CellMarker,0.5351913351,67,CellMarker,Human,,Endothelial cell,7
9,stomach | SaVanT,0.5327267953,68,SaVanT,,,stomach,13
9,IMGN_T_8Mem_Sp | Mouse | SaVanT,0.53196876,69,SaVanT,Mouse,,IMGN_T_8Mem_Sp,46
9,IMGN_T_8Nve_PP | Mouse | SaVanT,0.5313036108,70,SaVanT,Mouse,,IMGN_T_8Nve_PP,45
9,IMGN_T_8Mem_LN | Mouse | SaVanT,0.530869447,71,SaVanT,Mouse,,IMGN_T_8Mem_LN,45
9,Ciliated cell | Lung | Mouse | CellMarker,0.5304672804,72,CellMarker,Mouse,Lung,Ciliated cell,13
9,Stem cell | Cartilage | Human | CellMarker,0.5266350077,73,CellMarker,Human,Cartilage,Stem cell,5
9,CD4+ naive T-cells_FANTOM_1 | Human | xCell,0.5227445271,74,xCell,Human,,CD4+ naive T-cells_FANTOM_1,14
9,CD4+ naive T-cells_NOVERSHTERN_3 | Human | xCell,0.5227445271,75,xCell,Human,,CD4+ naive T-cells_NOVERSHTERN_3,14
9,MA_Tnaive | Human | SaVanT,0.5204931161,76,SaVanT,Human,,MA_Tnaive,51
9,Pulmonary artery | Human | TISSUES,0.5182356812,77,TISSUES,Human,,Pulmonary artery,5
9,Keratinocytes_ENCODE_1 | Human | xCell,0.5167076314,78,xCell,Human,,Keratinocytes_ENCODE_1,5
9,IMGN_T_8Eff_Sp_OT1_d10_LisOva | Mouse | SaVanT,0.5166256286,79,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d10_LisOva,49
9,IMGN_T_8Mem_Sp_OT1_d100_LisOva | Mouse | SaVanT,0.5163720823,80,SaVanT,Mouse,,IMGN_T_8Mem_Sp_OT1_d100_LisOva,47
9,GAO_LARGE_INTESTINE_ADULT_CG_GOBLET_CELL_SUBTYPE_2 | Human | MSigDB,0.515851473,81,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CG_GOBLET_CELL_SUBTYPE_2,14
9,IMGN_T_8Nve_LN | Mouse | SaVanT,0.5134053302,82,SaVanT,Mouse,,IMGN_T_8Nve_LN,42
9,IMGN_T_8Eff_Sp_OT1_d6_VSVOva | Mouse | SaVanT,0.5122743621,83,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_d6_VSVOva,48
9,Natural killer cell | Peripheral blood | Human | CellMarker,0.5117580014,84,CellMarker,Human,Peripheral blood,Natural killer cell,12
9,IMGN_T_8Nve_Sp | Mouse | SaVanT,0.5116406875,85,SaVanT,Mouse,,IMGN_T_8Nve_Sp,43
9,T cell | Kidney | Mouse | CellMarker,0.5113416143,86,CellMarker,Mouse,Kidney,T cell,11
9,Undefined placental cells | Placenta | Human | PanglaoDB,0.5108169667,87,PanglaoDB,Human,Placenta,Undefined placental cells,6
9,Undefined placental cells | Placenta | Mouse | PanglaoDB,0.5108169667,88,PanglaoDB,Mouse,Placenta,Undefined placental cells,6
9,CMP_BLUEPRINT_2 | Human | xCell,0.5090595509,89,xCell,Human,,CMP_BLUEPRINT_2,9
9,CMP_HPCA_3 | Human | xCell,0.5068168825,90,xCell,Human,,CMP_HPCA_3,10
9,MA_Tmemory | Human | SaVanT,0.5052667998,91,SaVanT,Human,,MA_Tmemory,49
9,Plasma cell | Peripheral blood | Human | CellMarker,0.5014791321,92,CellMarker,Human,Peripheral blood,Plasma cell,5
9,CD4+ Tcm_HPCA_3 | Human | xCell,0.5009004448,93,xCell,Human,,CD4+ Tcm_HPCA_3,22
9,IMGN_T_8Nve_MLN | Mouse | SaVanT,0.4988188589,94,SaVanT,Mouse,,IMGN_T_8Nve_MLN,45
9,Enteroendocrine cells | GI tract | Human | PanglaoDB,0.4986756247,95,PanglaoDB,Human,GI tract,Enteroendocrine cells,8
9,Enteroendocrine cells | GI tract | Mouse | PanglaoDB,0.4986756247,96,PanglaoDB,Mouse,GI tract,Enteroendocrine cells,8
9,MA_Tconv | Human | SaVanT,0.495809415,97,SaVanT,Human,,MA_Tconv,50
9,Smooth muscle cell | Lung | Mouse | CellMarker,0.4938685626,98,CellMarker,Mouse,Lung,Smooth muscle cell,15
9,IMGN_T_8Nve_Sp_OT1 | Mouse | SaVanT,0.493841217,99,SaVanT,Mouse,,IMGN_T_8Nve_Sp_OT1,46
9,Lymphocyte | Bone marrow | Mouse | CellMarker,0.4936455808,100,CellMarker,Mouse,Bone marrow,Lymphocyte,13
